Etiqueta,# Muestras,Media,Mín,Máx,Desv. Estándar,% Error,Rendimiento,Kb/sec,Sent KB/sec,Media de Bytes
/vuce-zee-mf/-66,200,8716,111,76554,21321.56,23.500%,2.59077,8.70,0.95,3439.8
/vuce-zee-api/v1/login/token?token=null&idkeycload=null-69,183,10104,17,76621,24060.78,27.869%,2.37774,2.94,1.28,1265.5
/vuce-zee-api-autorizacion/login/-70,162,5152,22,76569,15597.63,24.691%,2.10587,5.67,1.14,2758.6
/vuce-zee-api/v1/login/token?token=null&idkeycload=null-72,155,17108,20,76578,29840.98,41.935%,2.01526,3.29,0.87,1671.1
/vuce-zee-api-autorizacion/login/-71,124,7269,38,76452,18514.41,34.677%,1.61307,4.38,0.77,2780.0
/vuce-zee-api-autorizacion/login/-73,116,15230,38,76459,27339.92,48.276%,1.50975,4.23,0.57,2865.8
/vuce-zee-api-autorizacion/auth-76,97,49149,7830,76753,33476.36,100.000%,1.26376,4.03,0.00,3268.1
/vuce-zee-mf/-77,39,7805,6507,7870,210.78,100.000%,.67182,1.84,0.00,2809.9
/vuce-zee-api/v1/login/token?token=eyJhbGciOiJSUzI1NiIsInR5cCIgOiAiSldUIiwia2lkIiA6ICJSWmtYbGdXLU90bjd2RzFiZl9FUHFvRXl0QV9jSUJnc3l5UDhZSlpHTk9vIn0.eyJleHAiOjE2ODMwODA3MTcsImlhdCI6MTY4MzA3NzExNywianRpIjoiOTBhNzg2NmUtYTFiMi00OTMxLWE1ZDUtOTRhZjg4NjE3MjdlIiwiaXNzIjoiaHR0cDovLzEwLjE5LjM0LjUwOjgwODAvYXV0aC9yZWFsbXMvemVlcGVydSIsImF1ZCI6ImFjY291bnQiLCJzdWIiOiJlZDI2MGUyYi1kNWY1LTQyMTctOTE1Yi1hYWRhN2UzMDIxZjIiLCJ0eXAiOiJCZWFyZXIiLCJhenAiOiJsYW5kaW5nIiwic2Vzc2lvbl9zdGF0ZSI6IjIwYTM3OGRjLTZkOTItNDFiZC05ODkyLTYwNzZhYWViNzg4NCIsImFjciI6IjEiLCJhbGxvd2VkLW9yaWdpbnMiOlsiaHR0cDovL2xvY2FsaG9zdDo4MDgxLyoiLCJodHRwczovL2xhbmRpbmctdGVzdC52dWNlLmdvYi5wZSIsIioiLCJodHRwOi8vbG9jYWhvc3Q6OTAwMCJdLCJyZWFsbV9hY2Nlc3MiOnsicm9sZXMiOlsiVXN1YXJpbyBaRUUgRGVtbyIsIm9mZmxpbmVfYWNjZXNzIiwidW1hX2F1dGhvcml6YXRpb24iXX0sInJlc291cmNlX2FjY2VzcyI6eyJhY2NvdW50Ijp7InJvbGVzIjpbIm1hbmFnZS1hY2NvdW50IiwibWFuYWdlLWFjY291bnQtbGlua3MiLCJ2aWV3LXByb2ZpbGUiXX19LCJzY29wZSI6InByb2ZpbGUgZW1haWwgZGVmYXVsdCIsImVtYWlsX3ZlcmlmaWVkIjpmYWxzZSwibmFtZSI6Ik5FVCBDT05TVUxUT1JFUyBTLkEuQy4gbnVsbCBudWxsIiwicHJlZmVycmVkX3VzZXJuYW1lIjoiaW5mbyIsImdpdmVuX25hbWUiOiJORVQgQ09OU1VMVE9SRVMgUy5BLkMuIiwibG9jYWxlIjoiZXMiLCJmYW1pbHlfbmFtZSI6Im51bGwgbnVsbCIsImVtYWlsIjoiaW5mb0BuZXRjb25zdWx0b3Jlcy5jb20ifQ.WPkFn5By2on7q8bMLO31rrLIQu1eyX7bQV_C_GNo2eZL0G5HD8vtRLOPGqQNnGhrCTuUrB29X3aLYffGBccSAQpnLd1YFn7xaFsH1KjjbeNB-p8a9KevSu8Muj8tr_pxEVqoALpsCdGEYI8tHNxCmC4Oo6tEnPrCZllWSfOrPNyg-7BT6Vf5P1ybnNI2zfYCPiFZ4VLUjHVe1MAbqLTVPX1DTr_-5FCAxtP1Z0dhBj8XJJTMkSwLixUer87_emPAZirBz59m58gdm8Myoh3twpOsPCxbxELgbeFWyfwxKfYYS0Rv3nied7MT5_6iNHM2HSXDBWiEGanACD84idrehQ&idkeycload=ed260e2b-d5f5-4217-915b-aada7e3021f2-78,38,5813,438,7855,2565.27,100.000%,.75349,1.97,0.00,2679.7
/vuce-zee-api/v1/login/token?token=eyJhbGciOiJSUzI1NiIsInR5cCIgOiAiSldUIiwia2lkIiA6ICJSWmtYbGdXLU90bjd2RzFiZl9FUHFvRXl0QV9jSUJnc3l5UDhZSlpHTk9vIn0.eyJleHAiOjE2ODMwODA3MTcsImlhdCI6MTY4MzA3NzExNywianRpIjoiOTBhNzg2NmUtYTFiMi00OTMxLWE1ZDUtOTRhZjg4NjE3MjdlIiwiaXNzIjoiaHR0cDovLzEwLjE5LjM0LjUwOjgwODAvYXV0aC9yZWFsbXMvemVlcGVydSIsImF1ZCI6ImFjY291bnQiLCJzdWIiOiJlZDI2MGUyYi1kNWY1LTQyMTctOTE1Yi1hYWRhN2UzMDIxZjIiLCJ0eXAiOiJCZWFyZXIiLCJhenAiOiJsYW5kaW5nIiwic2Vzc2lvbl9zdGF0ZSI6IjIwYTM3OGRjLTZkOTItNDFiZC05ODkyLTYwNzZhYWViNzg4NCIsImFjciI6IjEiLCJhbGxvd2VkLW9yaWdpbnMiOlsiaHR0cDovL2xvY2FsaG9zdDo4MDgxLyoiLCJodHRwczovL2xhbmRpbmctdGVzdC52dWNlLmdvYi5wZSIsIioiLCJodHRwOi8vbG9jYWhvc3Q6OTAwMCJdLCJyZWFsbV9hY2Nlc3MiOnsicm9sZXMiOlsiVXN1YXJpbyBaRUUgRGVtbyIsIm9mZmxpbmVfYWNjZXNzIiwidW1hX2F1dGhvcml6YXRpb24iXX0sInJlc291cmNlX2FjY2VzcyI6eyJhY2NvdW50Ijp7InJvbGVzIjpbIm1hbmFnZS1hY2NvdW50IiwibWFuYWdlLWFjY291bnQtbGlua3MiLCJ2aWV3LXByb2ZpbGUiXX19LCJzY29wZSI6InByb2ZpbGUgZW1haWwgZGVmYXVsdCIsImVtYWlsX3ZlcmlmaWVkIjpmYWxzZSwibmFtZSI6Ik5FVCBDT05TVUxUT1JFUyBTLkEuQy4gbnVsbCBudWxsIiwicHJlZmVycmVkX3VzZXJuYW1lIjoiaW5mbyIsImdpdmVuX25hbWUiOiJORVQgQ09OU1VMVE9SRVMgUy5BLkMuIiwibG9jYWxlIjoiZXMiLCJmYW1pbHlfbmFtZSI6Im51bGwgbnVsbCIsImVtYWlsIjoiaW5mb0BuZXRjb25zdWx0b3Jlcy5jb20ifQ.WPkFn5By2on7q8bMLO31rrLIQu1eyX7bQV_C_GNo2eZL0G5HD8vtRLOPGqQNnGhrCTuUrB29X3aLYffGBccSAQpnLd1YFn7xaFsH1KjjbeNB-p8a9KevSu8Muj8tr_pxEVqoALpsCdGEYI8tHNxCmC4Oo6tEnPrCZllWSfOrPNyg-7BT6Vf5P1ybnNI2zfYCPiFZ4VLUjHVe1MAbqLTVPX1DTr_-5FCAxtP1Z0dhBj8XJJTMkSwLixUer87_emPAZirBz59m58gdm8Myoh3twpOsPCxbxELgbeFWyfwxKfYYS0Rv3nied7MT5_6iNHM2HSXDBWiEGanACD84idrehQ&idkeycload=ed260e2b-d5f5-4217-915b-aada7e3021f2-79,23,6595,5667,7862,1001.40,100.000%,.54005,1.37,0.00,2604.1
