Etiqueta,# Muestras,Media,Mín,Máx,Desv. Estándar,% Error,Rendimiento,Kb/sec,Sent KB/sec,Media de Bytes
/vuce-zee-api-autorizacion/login/-322,50,126,48,317,92.67,0.000%,53.93743,148.28,33.29,2815.0
/vuce-zee-api-autorizacion/auth-331,50,1991,533,2972,711.32,0.000%,14.88982,86.45,59.27,5945.0
/vuce-zee-mf/-333,50,25,14,54,10.39,0.000%,17.06485,54.64,49.11,3278.6
/vuce-zee-api/v1/login/token?token=eyJhbGciOiJSUzI1NiIsInR5cCIgOiAiSldUIiwia2lkIiA6ICJSWmtYbGdXLU90bjd2RzFiZl9FUHFvRXl0QV9jSUJnc3l5UDhZSlpHTk9vIn0.eyJleHAiOjE2ODMwNDQ1MTMsImlhdCI6MTY4MzA0MDkxMywianRpIjoiYTZmZGUzNDctODMyNy00MmIxLWFiYTgtNjZmMDdmYjg5ZDk2IiwiaXNzIjoiaHR0cDovLzEwLjE5LjM0LjUwOjgwODAvYXV0aC9yZWFsbXMvemVlcGVydSIsImF1ZCI6ImFjY291bnQiLCJzdWIiOiI0YjA3ZTcwMy02OGZiLTRkZjgtYWUxZS00YTE2ZTVhNjVjNTUiLCJ0eXAiOiJCZWFyZXIiLCJhenAiOiJsYW5kaW5nIiwic2Vzc2lvbl9zdGF0ZSI6ImE2ZDM0MDAxLTIyMWUtNDIyMC1iZTBjLTc0OTdmODYwYWI2ZCIsImFjciI6IjEiLCJhbGxvd2VkLW9yaWdpbnMiOlsiaHR0cDovL2xvY2FsaG9zdDo4MDgxLyoiLCJodHRwczovL2xhbmRpbmctdGVzdC52dWNlLmdvYi5wZSIsIioiLCJodHRwOi8vbG9jYWhvc3Q6OTAwMCJdLCJyZWFsbV9hY2Nlc3MiOnsicm9sZXMiOlsiQWRtaW5pc3RyYWRvciIsIm9mZmxpbmVfYWNjZXNzIiwidW1hX2F1dGhvcml6YXRpb24iXX0sInJlc291cmNlX2FjY2VzcyI6eyJhY2NvdW50Ijp7InJvbGVzIjpbIm1hbmFnZS1hY2NvdW50IiwibWFuYWdlLWFjY291bnQtbGlua3MiLCJ2aWV3LXByb2ZpbGUiXX19LCJzY29wZSI6InByb2ZpbGUgZW1haWwgZGVmYXVsdCIsImVtYWlsX3ZlcmlmaWVkIjpmYWxzZSwibmFtZSI6IkFiZWwgQ2hpbmdvIFRlbGxvIiwicHJlZmVycmVkX3VzZXJuYW1lIjoiYWJlbGNoaW5nbyIsImdpdmVuX25hbWUiOiJBYmVsIiwibG9jYWxlIjoiZW4iLCJmYW1pbHlfbmFtZSI6IkNoaW5nbyBUZWxsbyIsImVtYWlsIjoiYWRtaW5AemVlcGVydS5jb20ifQ.RQNsdNPdOZLREZd-5VtkezK0P7r6nBJcwQkw9p4yYW7KbRvTnp2puZLsUBIWTg2CbHMYeSCr1JHusFRweQ0jQr_8lp3bgOuvgK9nVf4URzz8s8JTOHIxbktF77ISnbNYjx2fLNTHOtHA9O15CQaIGOjCHBGqd2VI6cJJuHfqbBGie1h0qGAXlwhAYgOf_Z0exQkKyxZaRZ-jFWFIYWy693lNE37Ow14eZk1Eb4MgzoUnJWhV8-RbX91p4Kv0vhVbGaVMBFQhj7FBLoFnZESdkrfT3THz-T9DmodElAJ9S3t8ugIGJNCAJ0dLYuirwVjamZ2teRNEMaPS4oI3sQWH1A&idkeycload=4b07e703-68fb-4df8-ae1e-4a16e5a65c55-336,50,290,22,957,247.19,0.000%,16.85204,8.88,98.69,539.4
/vuce-zee-api/v1/login/token?token=eyJhbGciOiJSUzI1NiIsInR5cCIgOiAiSldUIiwia2lkIiA6ICJSWmtYbGdXLU90bjd2RzFiZl9FUHFvRXl0QV9jSUJnc3l5UDhZSlpHTk9vIn0.eyJleHAiOjE2ODMwNDQ1MTMsImlhdCI6MTY4MzA0MDkxMywianRpIjoiYTZmZGUzNDctODMyNy00MmIxLWFiYTgtNjZmMDdmYjg5ZDk2IiwiaXNzIjoiaHR0cDovLzEwLjE5LjM0LjUwOjgwODAvYXV0aC9yZWFsbXMvemVlcGVydSIsImF1ZCI6ImFjY291bnQiLCJzdWIiOiI0YjA3ZTcwMy02OGZiLTRkZjgtYWUxZS00YTE2ZTVhNjVjNTUiLCJ0eXAiOiJCZWFyZXIiLCJhenAiOiJsYW5kaW5nIiwic2Vzc2lvbl9zdGF0ZSI6ImE2ZDM0MDAxLTIyMWUtNDIyMC1iZTBjLTc0OTdmODYwYWI2ZCIsImFjciI6IjEiLCJhbGxvd2VkLW9yaWdpbnMiOlsiaHR0cDovL2xvY2FsaG9zdDo4MDgxLyoiLCJodHRwczovL2xhbmRpbmctdGVzdC52dWNlLmdvYi5wZSIsIioiLCJodHRwOi8vbG9jYWhvc3Q6OTAwMCJdLCJyZWFsbV9hY2Nlc3MiOnsicm9sZXMiOlsiQWRtaW5pc3RyYWRvciIsIm9mZmxpbmVfYWNjZXNzIiwidW1hX2F1dGhvcml6YXRpb24iXX0sInJlc291cmNlX2FjY2VzcyI6eyJhY2NvdW50Ijp7InJvbGVzIjpbIm1hbmFnZS1hY2NvdW50IiwibWFuYWdlLWFjY291bnQtbGlua3MiLCJ2aWV3LXByb2ZpbGUiXX19LCJzY29wZSI6InByb2ZpbGUgZW1haWwgZGVmYXVsdCIsImVtYWlsX3ZlcmlmaWVkIjpmYWxzZSwibmFtZSI6IkFiZWwgQ2hpbmdvIFRlbGxvIiwicHJlZmVycmVkX3VzZXJuYW1lIjoiYWJlbGNoaW5nbyIsImdpdmVuX25hbWUiOiJBYmVsIiwibG9jYWxlIjoiZW4iLCJmYW1pbHlfbmFtZSI6IkNoaW5nbyBUZWxsbyIsImVtYWlsIjoiYWRtaW5AemVlcGVydS5jb20ifQ.RQNsdNPdOZLREZd-5VtkezK0P7r6nBJcwQkw9p4yYW7KbRvTnp2puZLsUBIWTg2CbHMYeSCr1JHusFRweQ0jQr_8lp3bgOuvgK9nVf4URzz8s8JTOHIxbktF77ISnbNYjx2fLNTHOtHA9O15CQaIGOjCHBGqd2VI6cJJuHfqbBGie1h0qGAXlwhAYgOf_Z0exQkKyxZaRZ-jFWFIYWy693lNE37Ow14eZk1Eb4MgzoUnJWhV8-RbX91p4Kv0vhVbGaVMBFQhj7FBLoFnZESdkrfT3THz-T9DmodElAJ9S3t8ugIGJNCAJ0dLYuirwVjamZ2teRNEMaPS4oI3sQWH1A&idkeycload=4b07e703-68fb-4df8-ae1e-4a16e5a65c55-335,50,248,21,831,218.99,0.000%,20.68680,11.24,121.15,556.4
/vuce-zee-mf/-337,50,25,15,71,12.38,0.000%,26.49709,85.72,73.77,3312.6
/vuce-zee-api/v1/login/token?token=eyJhbGciOiJSUzI1NiIsInR5cCIgOiAiSldUIiwia2lkIiA6ICJSWmtYbGdXLU90bjd2RzFiZl9FUHFvRXl0QV9jSUJnc3l5UDhZSlpHTk9vIn0.eyJleHAiOjE2ODMwNDQ1MTMsImlhdCI6MTY4MzA0MDkxMywianRpIjoiYTZmZGUzNDctODMyNy00MmIxLWFiYTgtNjZmMDdmYjg5ZDk2IiwiaXNzIjoiaHR0cDovLzEwLjE5LjM0LjUwOjgwODAvYXV0aC9yZWFsbXMvemVlcGVydSIsImF1ZCI6ImFjY291bnQiLCJzdWIiOiI0YjA3ZTcwMy02OGZiLTRkZjgtYWUxZS00YTE2ZTVhNjVjNTUiLCJ0eXAiOiJCZWFyZXIiLCJhenAiOiJsYW5kaW5nIiwic2Vzc2lvbl9zdGF0ZSI6ImE2ZDM0MDAxLTIyMWUtNDIyMC1iZTBjLTc0OTdmODYwYWI2ZCIsImFjciI6IjEiLCJhbGxvd2VkLW9yaWdpbnMiOlsiaHR0cDovL2xvY2FsaG9zdDo4MDgxLyoiLCJodHRwczovL2xhbmRpbmctdGVzdC52dWNlLmdvYi5wZSIsIioiLCJodHRwOi8vbG9jYWhvc3Q6OTAwMCJdLCJyZWFsbV9hY2Nlc3MiOnsicm9sZXMiOlsiQWRtaW5pc3RyYWRvciIsIm9mZmxpbmVfYWNjZXNzIiwidW1hX2F1dGhvcml6YXRpb24iXX0sInJlc291cmNlX2FjY2VzcyI6eyJhY2NvdW50Ijp7InJvbGVzIjpbIm1hbmFnZS1hY2NvdW50IiwibWFuYWdlLWFjY291bnQtbGlua3MiLCJ2aWV3LXByb2ZpbGUiXX19LCJzY29wZSI6InByb2ZpbGUgZW1haWwgZGVmYXVsdCIsImVtYWlsX3ZlcmlmaWVkIjpmYWxzZSwibmFtZSI6IkFiZWwgQ2hpbmdvIFRlbGxvIiwicHJlZmVycmVkX3VzZXJuYW1lIjoiYWJlbGNoaW5nbyIsImdpdmVuX25hbWUiOiJBYmVsIiwibG9jYWxlIjoiZW4iLCJmYW1pbHlfbmFtZSI6IkNoaW5nbyBUZWxsbyIsImVtYWlsIjoiYWRtaW5AemVlcGVydS5jb20ifQ.RQNsdNPdOZLREZd-5VtkezK0P7r6nBJcwQkw9p4yYW7KbRvTnp2puZLsUBIWTg2CbHMYeSCr1JHusFRweQ0jQr_8lp3bgOuvgK9nVf4URzz8s8JTOHIxbktF77ISnbNYjx2fLNTHOtHA9O15CQaIGOjCHBGqd2VI6cJJuHfqbBGie1h0qGAXlwhAYgOf_Z0exQkKyxZaRZ-jFWFIYWy693lNE37Ow14eZk1Eb4MgzoUnJWhV8-RbX91p4Kv0vhVbGaVMBFQhj7FBLoFnZESdkrfT3THz-T9DmodElAJ9S3t8ugIGJNCAJ0dLYuirwVjamZ2teRNEMaPS4oI3sQWH1A&idkeycload=4b07e703-68fb-4df8-ae1e-4a16e5a65c55-338,50,169,21,768,160.29,0.000%,26.26050,13.83,97.68,539.4
/vuce-zee-api/v1/personas/user-keycloack/4b07e703-68fb-4df8-ae1e-4a16e5a65c55-339,50,65,27,138,29.71,0.000%,31.32832,26.92,67.03,880.0
/vuce-zee-api/v1/personas/user-keycloack/4b07e703-68fb-4df8-ae1e-4a16e5a65c55-340,50,61,31,107,17.64,0.000%,33.40013,28.48,71.46,873.2
/vuce-zee-api/v1/personas/user-keycloack/4b07e703-68fb-4df8-ae1e-4a16e5a65c55-342,50,62,28,122,21.66,0.000%,33.78378,28.47,72.29,863.0
