Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
/v1/buckets/main/collections/ms-language-packs/records/cfr-v1-en-US-3,400,295,224,874,108.42,0.000%,221.72949,203.93,80.98,941.8
/v1/buckets/main/collections/ms-language-packs/records/cfr-v1-en-US-4,400,93,71,388,43.01,0.000%,248.44720,228.50,90.74,941.8
/v1/buckets/main/collections/ms-language-packs/records/cfr-v1-en-US-2,400,88,65,399,31.24,0.000%,246.76126,226.95,90.13,941.8
/submit/messaging-system/undesired-events/1/96e1348e-d00e-43cc-940b-6ac73b82ee75-7,400,475,372,1065,112.23,0.000%,200.80321,162.38,241.40,828.1
/submit/messaging-system/undesired-events/1/73916a48-4a2c-428f-a59a-ad96e0a0b587-6,400,272,223,837,36.14,0.000%,184.75751,148.48,222.11,822.9
/submit/messaging-system/undesired-events/1/69d4535b-9393-4853-b607-1091145034b7-5,400,275,218,580,33.86,0.000%,187.70530,151.80,225.65,828.1
/submit/firefox-desktop/baseline/1/8ff6d4fd-3fed-4e3b-8fef-436f18f26a98-1,400,297,219,1429,102.11,0.000%,160.57808,129.70,300.61,827.1
/submit/firefox-desktop/messaging-system/1/9cb08d07-e26d-41d0-bbcb-461c0c0b0aa1-8,400,296,225,911,81.83,0.000%,152.03345,122.34,276.90,824.0
/submit/firefox-desktop/messaging-system/1/dc742c0e-bc9c-4808-9aeb-1cd78d0ee0b7-9,400,305,227,930,94.38,0.000%,149.92504,120.73,267.35,824.6
/submit/firefox-desktop/messaging-system/1/a8ef6684-71d4-4530-bd45-bda0fd01df45-10,400,298,225,950,87.30,0.000%,148.25797,119.93,277.98,828.4
/vuce-zee-api-autorizacion/login/-11,400,1713,123,63267,4337.62,0.000%,6.11752,26.89,3.31,4501.0
/submit/activity-stream/sessions/1/3451ed64-640a-4244-a4db-5e8babe46769-12,400,303,222,961,81.76,0.000%,6.08717,4.94,9.41,830.6
/submit/firefox-desktop/newtab/1/6b8c880f-726d-4933-9ad2-ac544dc14b4e-13,400,298,224,1475,98.17,0.000%,6.08967,4.89,14.43,822.9
/vuce-zee-menu/assets/images/logo_vuce_header_login.svg-14,400,1469,89,32338,2841.66,0.000%,5.98363,305.58,3.87,52294.8
/vuce-zee-api-autorizacion/auth-15,400,11879,31,144853,10034.85,0.250%,2.65074,19.05,10.56,7361.0
/pass-through-https-cert/zee/api/v1/login/token?token=eyJhbGciOiJSUzI1NiIsInR5cCIgOiAiSldUIiwia2lkIiA6ICJSWmtYbGdXLU90bjd2RzFiZl9FUHFvRXl0QV9jSUJnc3l5UDhZSlpHTk9vIn0.eyJleHAiOjE3MDY3MTQ1NDgsImlhdCI6MTcwNjcxMDk0OCwianRpIjoiZTAyMDY5YzctNTVkYy00ZjA0LTg4ZTMtYzgwOWFiNTMzMDUyIiwiaXNzIjoiaHR0cHM6Ly9jZXJ0aWZpY2F0aW9uLXRlc3QudnVjZS5nb2IucGUvYXV0aC9yZWFsbXMvemVlcGVydSIsImF1ZCI6ImFjY291bnQiLCJzdWIiOiI0YjA3ZTcwMy02OGZiLTRkZjgtYWUxZS00YTE2ZTVhNjVjNTUiLCJ0eXAiOiJCZWFyZXIiLCJhenAiOiJsYW5kaW5nIiwic2Vzc2lvbl9zdGF0ZSI6ImQ0YTUzZDBlLTYyNjUtNDY5MC04MDg2LTU0ZTFiNWI1YzM1YSIsImFjciI6IjEiLCJhbGxvd2VkLW9yaWdpbnMiOlsiaHR0cDovL2xvY2FsaG9zdDo4MDgxLyoiLCJodHRwczovL2xhbmRpbmctdGVzdC52dWNlLmdvYi5wZSIsIioiLCJodHRwOi8vbG9jYWhvc3Q6OTAwMCJdLCJyZWFsbV9hY2Nlc3MiOnsicm9sZXMiOlsiQWRtaW5pc3RyYWRvciIsIm9mZmxpbmVfYWNjZXNzIiwidW1hX2F1dGhvcml6YXRpb24iXX0sInJlc291cmNlX2FjY2VzcyI6eyJhY2NvdW50Ijp7InJvbGVzIjpbIm1hbmFnZS1hY2NvdW50IiwibWFuYWdlLWFjY291bnQtbGlua3MiLCJ2aWV3LXByb2ZpbGUiXX19LCJzY29wZSI6InByb2ZpbGUgZW1haWwgZGVmYXVsdCIsImVtYWlsX3ZlcmlmaWVkIjpmYWxzZSwibmFtZSI6IkFiZWwgQ2hpbmdvIFRlbGxvIiwicHJlZmVycmVkX3VzZXJuYW1lIjoiYWJlbGNoaW5nbyIsImdpdmVuX25hbWUiOiJBYmVsIiwibG9jYWxlIjoiZW4iLCJmYW1pbHlfbmFtZSI6IkNoaW5nbyBUZWxsbyIsImVtYWlsIjoiYWRtaW5AemVlcGVydS5jb20ifQ.iMcwBfgeq6BKRJIC5VKSPZEVL6MMUte0vJo52IKVVxSupcuW4MZBxG4i9I617czwy5HuEuQxN7ovmLbkVJtA4KWdVJAVJwXpJx30zhvPkh04SaUY3CawHkFfMnS4IFyWn6KFGKVsffB_Nl6WR32ZfLzefGJfbI84-feo4yy-3t2hD-qUzddHM0GzGJ9_W17yEFdukaoat1FQydN88oy3jyyborvG3oXed5Z_AODmrraoJTJGm918XS_5wqvWNhLwzvszLP7_KALFR7ibweeG0qekDI9LtAdEm9VrxCDfZmhDTXJvCzacAUEzTSu-92wgcr4ItWLbFWC3cAFcUfsLhg&idkeycload=4b07e703-68fb-4df8-ae1e-4a16e5a65c55-17,400,3689,176,31208,3048.59,0.750%,2.20078,2.76,4.86,1284.8
